Wall time,Step,Value
1497455023.743527,81,0.925000011920929
1497455124.710999,82,0.921999990940094
1497455225.422105,83,0.925000011920929
1497455325.152179,84,0.9319999814033508
1497455425.880936,85,0.9235000014305115
1497455526.117353,86,0.9265000224113464
1497455626.658887,87,0.9147499799728394
1497455726.819519,88,0.9265000224113464
1497455827.138881,89,0.9235000014305115
1497455928.242569,90,0.9265000224113464
1497456028.476628,91,0.925000011920929
1497456128.857519,92,0.9179999828338623
1497456229.49876,93,0.9232500195503235
1497456329.930253,94,0.9244999885559082
1497456429.800358,95,0.9229999780654907
1497456530.268075,96,0.9210000038146973
1497456630.106863,97,0.9172499775886536
1497456730.378935,98,0.921750009059906
1497456830.832071,99,0.9232500195503235
1497530555.398493,0,0.6815000176429749
1497530723.330207,0,0.6817499995231628
1497530833.479188,1,0.7425000071525574
1497530942.580818,2,0.7879999876022339
1497531052.378285,3,0.8230000138282776
1497531162.706696,4,0.8535000085830688
1497531272.594928,5,0.8694999814033508
1497531382.053117,6,0.8742499947547913
1497531491.87044,7,0.8809999823570251
1497531601.097319,8,0.8855000138282776
1497531711.649435,9,0.8922500014305115
1497531821.653417,10,0.8960000276565552
1497531930.292703,11,0.9075000286102295
1497532038.247288,12,0.9110000133514404
1497532149.761777,13,0.9072499871253967
1497532261.103085,14,0.9129999876022339
1497532373.038784,15,0.9137499928474426
1497532484.722869,16,0.9075000286102295
1497532595.262163,17,0.9139999747276306
1497532706.332776,18,0.9135000109672546
1497532818.542788,19,0.9185000061988831
1497532931.270665,20,0.9144999980926514
1497533043.796336,21,0.9132500290870667
1497533154.918751,22,0.9150000214576721
1497533267.11597,23,0.9185000061988831
1497533379.94806,24,0.9240000247955322
1497533493.378691,25,0.9254999756813049
1497533606.286798,26,0.9272500276565552
1497533719.306816,27,0.9304999709129333
1497533832.319919,28,0.9322500228881836
1497533943.947136,29,0.9317499995231628
1497534056.712151,30,0.9290000200271606
1497534168.407731,31,0.9350000023841858
1497534281.170708,32,0.9307500123977661
1497534393.03642,33,0.9325000047683716
1497534504.906855,34,0.9330000281333923
1497534617.230563,35,0.9362499713897705
1497534729.990401,36,0.9347500205039978
1497534841.883192,37,0.9367499947547913
1497534954.339456,38,0.9365000128746033
1497535066.946778,39,0.9359999895095825
1497535178.071335,40,0.9369999766349792
1497535290.767577,41,0.9387500286102295
1497535401.36538,42,0.9380000233650208
1497535512.170536,43,0.940750002861023
1497535622.767958,44,0.9367499947547913
1497535733.254839,45,0.9399999976158142
1497535844.158864,46,0.9419999718666077
1497535954.743592,47,0.940750002861023
1497536065.280975,48,0.9419999718666077
1497536176.130693,49,0.9402499794960022
1497536287.194608,50,0.9432500004768372
1497536398.600697,51,0.940750002861023
1497536509.890912,52,0.9445000290870667
1497536621.03797,53,0.9417499899864197
1497536731.546413,54,0.9397500157356262
1497536841.336139,55,0.9415000081062317
1497536952.584327,56,0.9430000185966492
1497537063.527421,57,0.9392499923706055
1497537174.41856,58,0.9422500133514404
1497537286.638055,59,0.937250018119812
1497537398.173505,60,0.9427499771118164
1497537510.14603,61,0.9422500133514404
1497537622.299659,62,0.937250018119812
1497537733.096336,63,0.9402499794960022
1497537844.10536,64,0.9375
1497537955.336983,65,0.9369999766349792
1497538066.034981,66,0.9447500109672546
1497538177.194778,67,0.9397500157356262
1497538288.206536,68,0.9470000267028809
1497538399.95193,69,0.9397500157356262
1497538510.63075,70,0.9422500133514404
1497538621.887127,71,0.9384999871253967
1497538733.122544,72,0.9495000243186951
1497538843.779664,73,0.9369999766349792
1497538956.109326,74,0.9437500238418579
1497539068.244743,75,0.9465000033378601
1497539180.162729,76,0.9399999976158142
1497539291.173343,77,0.9397500157356262
1497539403.03407,78,0.9417499899864197
1497539514.668112,79,0.9427499771118164
1497539626.158642,80,0.9437500238418579
1497539737.941281,81,0.9369999766349792
1497539850.149842,82,0.9457499980926514
1497539961.811998,83,0.9399999976158142
1497540074.166598,84,0.9467499852180481
1497540185.716253,85,0.9470000267028809
1497540297.237733,86,0.9495000243186951
1497540409.209475,87,0.9430000185966492
1497540522.030807,88,0.9470000267028809
1497540634.195597,89,0.9492499828338623
1497540746.089451,90,0.9415000081062317
1497540857.358823,91,0.9427499771118164
1497540968.325664,92,0.9430000185966492
1497541080.298759,93,0.9465000033378601
1497541192.312009,94,0.9399999976158142
1497541304.438372,95,0.9459999799728394
1497541416.311682,96,0.9384999871253967
1497541528.798717,97,0.9387500286102295
1497541640.516134,98,0.9375
1497541752.232568,99,0.9390000104904175
1497568715.258209,0,0.5
1497568835.455553,1,0.5
1497568955.298778,2,0.5
1497569075.411351,3,0.5
1497569196.648441,4,0.5
1497569318.138789,5,0.5
1497569438.246703,6,0.5
1497569558.92194,7,0.5
1497569680.934291,8,0.5
1497569802.454779,9,0.5
1497569922.731292,10,0.5
1497570042.918533,11,0.5
1497570162.980461,12,0.5
1497570284.165476,13,0.5
1497570404.913805,14,0.5
1497570526.173938,15,0.5
1497570647.498688,16,0.5
1497570768.143828,17,0.5
1497570888.89739,18,0.5
1497571009.506543,19,0.5
1497571129.978815,20,0.5
1497571249.762897,21,0.5
1497571369.382721,22,0.5
1497571490.878797,23,0.5
1497571612.338995,24,0.5
1497571733.053675,25,0.5
1497571854.049344,26,0.5
1497571975.23419,27,0.5
1497572096.191144,28,0.5
1497572216.544463,29,0.5
1497572337.202551,30,0.5
1497572456.838712,31,0.5
1497572576.388779,32,0.5
1497572696.680621,33,0.5
1497572816.134943,34,0.5
1497572938.954053,35,0.5
1497573061.846717,36,0.5
1497573185.843184,37,0.5
1497573308.886695,38,0.5
1497573432.164379,39,0.5
1497573554.071002,40,0.5
1497573677.110882,41,0.5
1497573800.567632,42,0.5
1497573923.440084,43,0.5
1497574046.532088,44,0.5
1497574170.969518,45,0.5
1497574294.925146,46,0.5
1497574417.702795,47,0.5
1497574540.046732,48,0.5
1497574662.57774,49,0.5
1497574782.713943,50,0.5
1497574903.682551,51,0.5
1497575024.487128,52,0.5
1497575143.724063,53,0.5
1497575263.22578,54,0.5
1497575384.954664,55,0.5
1497575506.123114,56,0.5
1497575628.237954,57,0.5
1497575749.081114,58,0.5
1497575868.940922,59,0.5
1497575989.791582,60,0.5
1497576110.343511,61,0.5
1497576231.529256,62,0.5
1497576353.787904,63,0.5
1497576474.301574,64,0.5
1497576594.632916,65,0.5
1497576715.060145,66,0.5
1497576835.644155,67,0.5
1497576955.863644,68,0.5
1497577076.221898,69,0.5
1497577197.963867,70,0.5
1497577319.092729,71,0.5
1497577440.551727,72,0.5
1497577561.771615,73,0.5
1497577682.967339,74,0.5
1497577803.33871,75,0.5
1497577923.614865,76,0.5
1497578044.040914,77,0.5
1497578164.228881,78,0.5
1497578284.37472,79,0.5
1497578406.076703,80,0.5
1497578528.475597,81,0.5
1497578650.601094,82,0.5
1497578771.466644,83,0.5
1497578893.082801,84,0.5
1497579014.430431,85,0.5
1497579135.843185,86,0.5
1497579257.234666,87,0.5
1497579377.660579,88,0.5
1497579499.580844,89,0.5
1497579621.266983,90,0.5
1497579743.845161,91,0.5
1497579865.566875,92,0.5
1497579986.721982,93,0.5
1497580107.701882,94,0.5
1497580229.210943,95,0.5
1497580349.798879,96,0.5
1497580471.208663,97,0.5
1497580591.594528,98,0.5
1497580712.859454,99,0.5
1497580921.660187,0,0.49900001287460327
1497581060.802711,1,0.5
1497581203.272289,2,0.5
1497581344.549895,3,0.5
1497581487.022744,4,0.5
1497581631.950621,5,0.5
1497581777.863458,6,0.5
1497581922.390735,7,0.5
1497582066.160266,8,0.5
1497582209.87489,9,0.5
1497582353.233408,10,0.5
1497582496.038704,11,0.5
1497582638.397414,12,0.5
1497582781.450708,13,0.5
1497582923.092992,14,0.5
1497583064.534882,15,0.5
1497583205.866152,16,0.5
1497583348.143526,17,0.5
1497583489.404374,18,0.5
1497583631.257897,19,0.5
1497583773.823935,20,0.5
1497583916.370885,21,0.5
1497584059.748289,22,0.5
1497584201.93152,23,0.5
1497584343.846838,24,0.5
1497584486.433993,25,0.5
1497584628.866884,26,0.5
1497584770.690575,27,0.5
1497584913.555769,28,0.5
1497585056.270942,29,0.5
1497585198.23177,30,0.5
1497585339.443201,31,0.5
1497585481.7953,32,0.5
1497585623.5722,33,0.5
1497585765.523884,34,0.5
1497585906.732396,35,0.5
1497586048.714457,36,0.5
1497586191.177549,37,0.5
1497586333.478904,38,0.5
1497586476.379424,39,0.5
1497586620.189224,40,0.5
1497586763.722812,41,0.5
1497586907.582037,42,0.5
1497587052.050111,43,0.5
1497587197.31497,44,0.5
1497587341.683028,45,0.5
1497587487.530568,46,0.5
1497587631.366529,47,0.5
1497587774.839078,48,0.5
1497587919.369387,49,0.5
1497588064.138111,50,0.5
1497588208.684699,51,0.5
1497588352.622638,52,0.5
1497588496.492873,53,0.5
1497588638.659643,54,0.5
1497588780.158889,55,0.5
1497588919.866751,56,0.5
1497589059.566871,57,0.5
1497589201.178949,58,0.5
1497589344.294794,59,0.5
1497589487.330821,60,0.5
1497589631.703417,61,0.5
1497589776.419946,62,0.5
1497589917.921077,63,0.5
1497590059.43422,64,0.5
1497590199.806472,65,0.5
1497590341.48569,66,0.5
1497590484.490875,67,0.5
1497590628.648561,68,0.5
1497590774.11528,69,0.5
1497590919.322998,70,0.5
1497591065.123659,71,0.5
1497591207.574887,72,0.5
1497591350.709936,73,0.5
1497591495.187538,74,0.5
1497591639.956101,75,0.5
1497591782.696134,76,0.5
1497591923.895178,77,0.5
1497592066.425975,78,0.5
1497592210.174281,79,0.5
1497592355.202088,80,0.5
1497592500.163045,81,0.5
1497592643.93822,82,0.5
1497592793.191519,83,0.5
1497592965.634302,84,0.5
1497593138.334186,85,0.5
1497593312.359169,86,0.5
1497593821.75069,0,0.5899999737739563
1497593969.818744,1,0.7434999942779541
1497594116.190431,2,0.8072500228881836
1497594264.123039,3,0.8424999713897705
1497594419.78346,4,0.8619999885559082
1497594567.518636,5,0.8790000081062317
1497594715.103471,6,0.875
1497594862.593849,7,0.8939999938011169
1497595010.612873,8,0.8955000042915344
1497595158.070801,9,0.8982499837875366
1497595306.170828,10,0.8939999938011169
1497595454.08031,11,0.9022499918937683
1497595602.248647,12,0.9114999771118164
1497595749.981585,13,0.9085000157356262
1497595896.586174,14,0.9100000262260437
1497596046.222968,15,0.9144999980926514
1497596192.947209,16,0.9162499904632568
1497596343.701919,17,0.9137499928474426
1497596492.133106,18,0.918749988079071
1497596639.563269,19,0.9020000100135803
1497596789.657071,20,0.7605000138282776
1497596937.420504,21,0.5339999794960022
1497597084.739093,22,0.5
1497597233.96494,23,0.5
1497597384.662686,24,0.5
1497597535.016642,25,0.5
1497597685.652052,26,0.5
1497597835.925888,27,0.5
1497597986.715174,28,0.5
1497598365.835041,0,0.6557499766349792
1497598516.211312,1,0.7400000095367432
1497598663.994916,2,0.7932500243186951
1497598814.400231,3,0.8247500061988831
1497598964.204552,4,0.8442500233650208
1497599115.041938,5,0.862500011920929
1497599266.502619,6,0.8665000200271606
1497599417.558557,7,0.859250009059906
1497599568.434947,8,0.878250002861023
1497599719.417188,9,0.8865000009536743
1497599871.092658,10,0.8757500052452087
1497600023.306273,11,0.8897500038146973
1497600176.544956,12,0.8799999952316284
1497600327.905014,13,0.890999972820282
1497600480.591095,14,0.893750011920929
1497600634.71079,15,0.906499981880188
1497600786.373134,16,0.8932499885559082
1497600938.690782,17,0.902999997138977
1497601090.631786,18,0.5637500286102295
1497601243.348742,19,0.4997499883174896
1497601394.56892,20,0.5
1497601546.037607,21,0.5
1497601698.071073,22,0.5
1497601849.942994,23,0.5
1497602001.388875,24,0.5
1497602154.193185,25,0.5
1497602306.114505,26,0.5
1497602457.711332,27,0.5
1497602612.628385,28,0.5
1497602767.00262,29,0.5
1497602920.452889,30,0.5
1497603073.725976,31,0.5
1497603226.896968,32,0.5
1497603367.458159,33,0.5
1497603490.430755,34,0.5
1497603613.567652,35,0.5
1497603737.251816,36,0.5
1497603864.322873,37,0.5
1497603990.178799,38,0.5
1497604115.921627,39,0.5
1497604241.694883,40,0.5
1497604367.46275,41,0.5
1497604493.126643,42,0.5
1497604618.406741,43,0.5
1497604744.267136,44,0.5
1497604869.657431,45,0.5
1497604995.112188,46,0.5
1497605119.763083,47,0.5
1497605244.070647,48,0.5
1497605368.528269,49,0.5
1497605493.378779,50,0.5
1497605618.021893,51,0.5
1497605740.864442,52,0.5
1497605863.683598,53,0.5
1497605986.288404,54,0.5
1497606109.763025,55,0.5
1497606232.791783,56,0.5
1497606355.38605,57,0.5
1497606478.130667,58,0.5
1497606601.466656,59,0.5
1497606724.457402,60,0.5
1497606848.234692,61,0.5
1497606971.359701,62,0.5
1497607182.76926,0,0.7105000019073486
1497607291.895024,1,0.7757499814033508
1497607401.590742,2,0.8317499756813049
1497607513.943544,3,0.8514999747276306
1497607624.808208,4,0.8659999966621399
1497607735.5116,5,0.8797500133514404
1497607846.938873,6,0.8857499957084656
1497607960.085449,7,0.8995000123977661
1497608074.056422,8,0.8977500200271606
1497608184.612908,9,0.8962500095367432
1497608298.911534,10,0.9075000286102295
1497608413.427875,11,0.9097499847412109
1497608526.435391,12,0.9135000109672546
1497608639.870516,13,0.9157500267028809
1497608752.801118,14,0.9112499952316284
1497608865.154821,15,0.9147499799728394
1497608981.306122,16,0.9129999876022339
1497609095.406805,17,0.9200000166893005
1497609206.957509,18,0.9175000190734863
1497609319.339832,19,0.9179999828338623
1497609431.878558,20,0.9197499752044678
1497609544.699139,21,0.9269999861717224
1497609657.522501,22,0.9265000224113464
1497609769.913118,23,0.9259999990463257
1497609882.928363,24,0.9304999709129333
1497609995.171701,25,0.9272500276565552
1497610106.982843,26,0.9287499785423279
1497610217.626912,27,0.9275000095367432
1497610329.030603,28,0.9334999918937683
1497610440.833872,29,0.9332500100135803
1497610552.961094,30,0.9337499737739563
1497612008.614771,0,0.7423835396766663
1497612117.774764,1,0.9007171392440796
1497612225.363458,2,0.9547288417816162
1497612334.356124,3,0.9731062054634094
1497612441.957611,4,0.9843119382858276
1497612550.092551,5,0.9890183806419373
1497612658.131078,6,0.9878978133201599
1497612766.6668,7,0.9905871748924255
1497612876.108178,8,0.9883460402488708
1497612986.81491,9,0.9917077422142029
1497613097.02303,10,0.9937247633934021
1497613207.405005,11,0.9903630614280701
1497613316.291255,12,0.9943971037864685
1497613423.548973,13,0.9928283095359802
1497613531.143332,14,0.9878978133201599
1497613640.882512,15,0.994621217250824
1497613750.777064,16,0.9923800826072693
1497613858.806903,17,0.9896907210350037
1497613966.010824,18,0.9957418441772461
1497614073.690866,19,0.994172990322113
1497614180.985582,20,0.9937247633934021
1497614289.894833,21,0.9959659576416016
1497614398.649947,22,0.9955177307128906
1497614507.074824,23,0.9950695037841797
1497614617.673876,24,0.9928283095359802
1497614728.214488,25,0.9921559691429138
1497614838.18674,26,0.9968624114990234
1497614948.858922,27,0.9937247633934021
1497615502.255534,0,0.688095211982727
1497615704.540679,1,0.8741058707237244
1497615906.163531,2,0.9078445434570312
1497616108.894178,3,0.9241774082183838
1497616313.290286,4,0.9308536052703857
1497616515.008102,5,0.9386027455329895
1497616717.739096,6,0.9450405240058899
1497616919.843984,7,0.9448021054267883
1497617121.367716,8,0.9479017853736877
1497617322.405762,9,0.9448021054267883
1497617523.700666,10,0.9479017853736877
1497617729.120229,11,0.9511206746101379
1497617937.64065,12,0.9500476717948914
1497618144.777711,13,0.9468287825584412
1497618351.946212,14,0.9510014057159424
1497618559.371011,15,0.9502861499786377
1497618767.544856,16,0.9488555192947388
1497618975.065703,17,0.9492131471633911
1497619180.892951,18,0.9507629871368408
1497619387.363937,19,0.9484978318214417
1497619593.150161,20,0.9494516253471375
1497619799.15396,21,0.9499284625053406
1497620005.498352,22,0.9519551992416382
1497620211.128802,23,0.9475440979003906
1497620417.174403,24,0.9550548195838928
1497620623.342733,25,0.9502861499786377
1497620829.551476,26,0.9538626670837402
1497621035.066154,27,0.9505245685577393
1497621241.052468,28,0.9507629871368408
1497621447.267708,29,0.9568431377410889
1497621654.381615,30,0.9494516253471375
1497621860.216331,31,0.9524320363998413
1497622066.352291,32,0.9512398838996887
1497622273.519371,33,0.9562470316886902
1497622480.111105,34,0.949690043926239
1497622685.538463,35,0.9492131471633911
1497622890.68643,36,0.9510014057159424
1497623095.0388,37,0.9529089331626892
1497623300.29146,38,0.9502861499786377
1497623505.155403,39,0.9481402039527893
1497623709.224072,40,0.9548164010047913
1497623914.067236,41,0.9494516253471375
1497624119.058114,42,0.9498092532157898
1497624322.867924,43,0.9527897238731384
1497624528.034506,44,0.9490939378738403
1497624732.643334,45,0.9508821964263916
1497624937.571078,46,0.949690043926239
1497625143.386488,47,0.9488555192947388
1497625348.259143,48,0.9529089331626892
1497625551.572756,49,0.9511206746101379
1497625755.894967,50,0.9555317163467407
1497625960.336199,51,0.9545779824256897
1497626165.308012,52,0.9562470316886902
1497626370.442575,53,0.9546971917152405
1497626575.669639,54,0.9517167210578918
1497626780.352103,55,0.9552932977676392
1497626986.140957,56,0.9490939378738403
1497627191.467557,57,0.9511206746101379
1497627396.645872,58,0.9538626670837402
1497627600.594771,59,0.9521936178207397
1497627805.729453,60,0.95302814245224
1497628011.031851,61,0.9529089331626892
1497628215.893705,62,0.952074408531189
1497628420.832161,63,0.9525512456893921
1497628626.815682,64,0.9517167210578918
1497628831.062606,65,0.9557701349258423
1497629034.969632,66,0.9533857703208923
1497629243.333151,67,0.9507629871368408
1497629451.100499,68,0.95302814245224
1497629659.777647,69,0.9533857703208923
1497629866.351385,70,0.9548164010047913
1497630073.929308,71,0.9580352902412415
1497630281.562746,72,0.948736310005188
1497630489.296662,73,0.9512398838996887
1497630695.501019,74,0.9508821964263916
1497630901.941495,75,0.9494516253471375
1497631107.431168,76,0.9498092532157898
1497631312.795298,77,0.9548164010047913
1497631516.685022,78,0.9557701349258423
1497631721.564329,79,0.956366240978241
1497631925.861305,80,0.9537434577941895
1497632130.312189,81,0.9512398838996887
1497632334.612001,82,0.9548164010047913
1497632538.442835,83,0.9513590931892395
1497632743.109653,84,0.9479017853736877
1497632948.448728,85,0.9515975117683411
1497633152.981182,86,0.9495708346366882
1497633356.935908,87,0.9556509256362915
1497633561.716531,88,0.9492131471633911
1497633765.98804,89,0.9601812362670898
1497633970.648339,90,0.9518359303474426
1497634175.127799,91,0.9536242485046387
1497634379.820311,92,0.9513590931892395
1497634585.108927,93,0.954935610294342
1497634789.465507,94,0.949690043926239
1497634992.877321,95,0.953981876373291
1497635196.882103,96,0.9537434577941895
1497635400.997883,97,0.9546971917152405
1497635605.08982,98,0.9561278223991394
1497635808.707237,99,0.9561278223991394
1497653866.67203,0,0.6455952525138855
1497654082.429206,1,0.8602765798568726
1497654299.286985,2,0.9010491371154785
1497654514.637342,3,0.929303765296936
1497654730.93489,4,0.9380066990852356
1497654947.010961,5,0.9445636868476868
1497655161.863982,6,0.9502861499786377
1497655377.434722,7,0.95302814245224
1497655592.437684,8,0.958273708820343
1497655806.526841,9,0.9613733887672424
1497656021.745452,10,0.9608964920043945
1497656236.770643,11,0.9635193347930908
1497656452.245273,12,0.9630424380302429
1497656666.473166,13,0.966738224029541
1497656881.731668,14,0.9644730687141418
1497657096.386721,15,0.9654268026351929
1497657311.619653,16,0.9692417979240417
1497657526.100427,17,0.9694802165031433
1497657741.090046,18,0.9707915782928467
1497657955.306883,19,0.9704339504241943
1497658169.845923,20,0.9715068936347961
1497658384.866223,21,0.9706723690032959
1497658599.271412,22,0.971983790397644
1497658813.716102,23,0.9732952117919922
1497659027.77591,24,0.976752519607544
1497659242.357904,25,0.9709108471870422
1497659455.539582,26,0.9740104675292969
1497659669.427771,27,0.9741297364234924
1497659884.954559,28,0.9740104675292969
1497660100.158748,29,0.9746065735816956
1497660317.236137,30,0.974368155002594
1497660531.838802,31,0.9752026796340942
1497660750.86616,32,0.9760372042655945
1497660967.678677,33,0.9773485660552979
1497661182.308149,34,0.974368155002594
1497661397.672076,35,0.9772293567657471
1497661610.625594,36,0.9780638813972473
1497661821.603608,37,0.976752519607544
1497662034.058803,38,0.9778254628181458
1497662246.175308,39,0.9772293567657471
1497662459.10327,40,0.9750834703445435
1497662671.14667,41,0.9779446721076965
1497662885.103411,42,0.9783023595809937
1497663098.086882,43,0.9781830906867981
1497663311.386488,44,0.9766333103179932
1497663524.07978,45,0.9765140414237976
1497663737.794899,46,0.9800906181335449
1497663951.211761,47,0.978659987449646
1497664164.865813,48,0.9793753027915955
1497664378.37165,49,0.9800906181335449
1497664595.533222,50,0.9836671352386475
1497664809.095089,51,0.9837863445281982
1497665022.500612,52,0.9816404581069946
1497665235.637555,53,0.9834287166595459
1497665449.435283,54,0.980567455291748
1497665662.924718,55,0.9814019799232483
1497665876.455541,56,0.9821172952651978
1497666091.496402,57,0.9811635613441467
1497666306.401735,58,0.9840248227119446
1497666517.517661,59,0.9812827706336975
1497666728.495483,60,0.9827134013175964
1497666937.785879,61,0.9843824505805969
1497667150.326995,62,0.9835479259490967
1497667364.48507,63,0.9837863445281982
1497667577.246638,64,0.9848593473434448
1497667786.954824,65,0.9834287166595459
1497667998.254739,66,0.9833095073699951
1497668207.986978,67,0.9854553937911987
1497668419.686699,68,0.9849785566329956
1497668635.207123,69,0.9845016598701477
1497668848.579523,70,0.9852169752120972
1497669062.935268,71,0.9856938719749451
1497669279.182269,72,0.9836671352386475
1497669494.150615,73,0.9854553937911987
1497669709.49516,74,0.9865283966064453
1497669924.664918,75,0.9852169752120972
1497670140.274755,76,0.9865283966064453
1497670354.054093,77,0.9873629212379456
1497670568.266587,78,0.9850977659225464
1497670777.353596,79,0.9854553937911987
1497670985.35326,80,0.9873629212379456
1497671191.431922,81,0.9842632412910461
1497671398.880541,82,0.9848593473434448
1497671607.094221,83,0.985336184501648
1497671816.110796,84,0.9878397583961487
1497672024.457252,85,0.988078236579895
1497672233.984251,86,0.98724365234375
1497672442.902191,87,0.9868860244750977
1497672651.155643,88,0.9870052337646484
1497672859.841217,89,0.9883166551589966
1497673072.186763,90,0.9865283966064453
1497673284.316365,91,0.9881974458694458
1497673495.954823,92,0.9881974458694458
1497673707.187563,93,0.9861707091331482
1497673918.728816,94,0.989031970500946
1497674129.175394,95,0.986289918422699
1497674340.506798,96,0.9868860244750977
1497674551.654787,97,0.988078236579895
1497674761.520835,98,0.988078236579895
1497674967.176963,99,0.9877205491065979
1497765668.535326,0,0.44535714387893677
1497766355.655069,1,0.7734859585762024
1497767054.177827,2,0.8581306338310242
1497767749.017011,3,0.8934191465377808
1497768461.89901,4,0.9089174866676331
1497769172.039321,5,0.9188125729560852
1497769882.328293,6,0.9294229745864868
1497770586.405344,7,0.9358607530593872
1497771293.300824,8,0.9419408440589905
1497772004.917568,9,0.9470672607421875
1497772708.149488,10,0.9505245685577393
1497773404.559471,11,0.9524320363998413
1497774130.67621,12,0.9552932977676392
1497774856.574951,13,0.9555317163467407
1497775574.340775,14,0.9574391841888428
1497776270.010892,15,0.9588698148727417
1497776963.847354,16,0.9580352902412415
1497777657.570959,17,0.9617310166358948
1497778352.177576,18,0.9653075933456421
1497779048.89623,19,0.9653075933456421
1497779744.57042,20,0.9661421179771423
1497780439.273332,21,0.966738224029541
1497781134.326913,22,0.967691957950592
1497781836.343687,23,0.9678111672401428
1497782537.388657,24,0.9688841104507446
1497783237.054592,25,0.9699570536613464
1497783936.014796,26,0.9663805365562439
1497784638.678852,27,0.9699570536613464
1497785342.599048,28,0.9705531597137451
1497786044.722887,29,0.9675727486610413
1497786747.571806,30,0.9701955318450928
1497787445.116297,31,0.9693610072135925
1497788143.534629,32,0.9685264825820923
1497788843.178143,33,0.9699570536613464
1497789561.065264,34,0.9721029996871948
1497790291.995183,35,0.9725798964500427
1497791007.016803,36,0.9722222089767456
1497791695.122902,37,0.976752519607544
1497792382.49325,38,0.9730567336082458
1497793069.399193,39,0.9730567336082458
1497793760.562721,40,0.9730567336082458
1497794444.570466,41,0.9756795167922974
1497795132.11996,42,0.9737720489501953
1497795824.217324,43,0.974368155002594
1497796515.209321,44,0.9741297364234924
1497797207.4309,45,0.9742489457130432
1497797897.866988,46,0.9757987856864929
1497798587.421062,47,0.976752519607544
1497799274.200498,48,0.9740104675292969
1497799961.161961,49,0.9755603075027466
1497800651.330994,50,0.9732952117919922
1497801338.582958,51,0.9737720489501953
1497802024.518966,52,0.975321888923645
1497802712.886111,53,0.9785407781600952
1497803405.771647,54,0.9766333103179932
1497804106.244947,55,0.9750834703445435
1497804823.418855,56,0.9774678349494934
1497805538.402744,57,0.9769909381866455
1497806244.616884,58,0.9779446721076965
1497806931.830518,59,0.9775870442390442
1497807624.109014,60,0.9783023595809937
1497808313.384765,61,0.9769909381866455
